Category,Bahasa,Cleaned_Bahasa,Length,Count
ham,"Tagihan Anda pada jam 3 adalah å£33,65 jadi itu lumayan!",tagih jam 3 33 65 lumayan,25,6
ham,Beri tahu saya perubahannya dalam 6 jam ke depan. Bahkan bisa jadi usus buntu tetapi Anda berada di luar rentang usia tersebut. Namun hal itu bukan tidak mungkin. Jadi santai saja dan beri tahu saya dalam 6 jam,ubah 6 jam usus buntu rentang usia santai 6 jam,47,10
ham,"Halo, ya, aku baru saja keluar dari kamar mandi dan perlu menata rambutku, jadi aku akan datang setelah selesai, ya?",halo ya kamar mandi tata rambut selesai ya,42,8
ham,Jadi bagaimana cuaca di sana?,cuaca,5,1
ham,"Oke. Tidak banyak yang bisa dilakukan di sini. H&M Friday, tidak sabar menunggu. Entah apa yang akan aku lakukan selama 3 minggu lagi! Menjadi jorok- oh tunggu, sudah selesai! ",oke h m friday sabar tunggu laku 3 minggu jorok- oh tunggu selesai,66,13
ham,Mati... Sekarang aku punya poni lagi...,mati poni,9,2
ham,"Loh, mereka tidak tahu tentang ponsel kerenku. Saya bisa mengklik hapus sekarang jika saya mau.",loh ponsel keren klik hapus,27,5
ham,"Pertanyaan luar biasa dengan jawaban lucu: Seseorang bertanya kepada seorang anak laki-laki \bagaimana kabarmu?\"" . . Dia tersenyum & menjawab: . . \""Dia baik-baik saja!\"" Gudnite""",lucu anak laki kabar senyum baik gudnite,40,7
ham,Silakan tinggalkan topik ini..maaf sudah mengatakan itu..,sila tinggal topik maaf,23,4
ham,Tolong kirimkan saya nama yang benar ya.,tolong kirim nama ya,20,4
ham,Apa yang terjadi dengan kencan kita?,kencan,6,1
ham,Halaman web tidak tersedia!,halaman web sedia,17,3
ham,"Baru saja bangun. Ya, ini sudah larut. Tapi saya tidak tertidur sampai &lt;#&gt; saya :/",bangun ya larut tidur lt gt,27,6
spam,Anda sekarang berhenti berlangganan semua layanan. Dapatkan banyak cewek atau cowok seksi langsung ke ponselmu! kunjungi http://gotbabes.co.uk. Tidak ada langganan.,henti langgan layan dapat cewek cowok seksi langsung ponselmu kunjung http gotbabes co uk langgan,97,15
ham,"Yang terhormat semuanya, seperti yang kita ketahui &lt;#&gt; ini adalah &lt;#&gt; ulang tahun Gopalettan kami yang tercinta. Kami berencana memberikan hadiah kecil pada hari itu. Mereka yang ingin berpartisipasi di dalamnya dipersilakan. Silakan menghubungi tim admin kami untuk lebih jelasnya",hormat tahu lt gt lt gt ulang gopalettan cinta rencana hadiah partisipasi dalam sila sila hubung tim admin,106,18
ham,K..k...mulai besok dan seterusnya dimulai ah?,k k besok ah,12,4
ham,Apa yang kamu bicarakan di pagi hari? Sudah hampir tengah hari di tempatmu!,bicara pagi tempat,18,3
ham,Bagus. Apakah kamu ingat saya?,bagus,5,1
spam,"Hai sayang ini Jordan, bagaimana kabarmu? Aku pulang dari luar negeri dan kesepian, balas SMS aku jika kamu ingin ngobrol xxSP visionsms.com SMS stop to stopCost 150p 08712400603",hai sayang jordan kabar pulang negeri sepi balas sms ngobrol xxsp visionsms com sms stop to stopcost 150p 08712400603,117,19
ham,Oke. Berapa banyak yang harus saya beli.,oke beli,8,2
ham,"Kedengarannya bagus, terus kabari saya",dengar bagus kabar,18,3
spam,Dapatkan ponsel baru dengan menjadi agen The Mob! Ditambah lebih banyak barang lagi! Untuk info lebih lanjut cukup SMS MAT ke 87021.,dapat ponsel agen the mob tambah barang info sms mat 87021,58,11
ham,Oke. Jadi bulan April. Tak sabar menunggu,oke april sabar tunggu,22,4
ham,"Wah, sebaiknya kau segera keluar dari sini",kau,3,1
ham,Apakah kamu ingin bertemu pada hari Sabtu?Ì_ minggu pada hari Sabtu?,temu sabtu minggu sabtu,23,4
ham,Saya sekarang tetapi harus menunggu sampai jam 2 agar bus menjemput saya.,tunggu jam 2 bus jemput,23,5
ham,Selain yang kuceritakan kemarin?,cerita kemarin,14,2
ham,"Oke, tapi... Tapi beli apa?",oke beli,8,2
ham,Seseorang harus pergi ke Andros dan mencuri es,pergi andros curi es,20,4
ham,Tidak tahu. Aku tidak mengirim pesan padanya akhir-akhir ini.,kirim pesan akhir,17,3
ham,Ajak kami berbelanja dan Mark akan mengalihkan perhatian Yesaya.=D,ajak belanja mark alih perhati yesaya d,39,7
ham,"Ibu, semoga harimu menyenangkan. Semoga teks ini bertemu dengan Anda dengan baik dan penuh kehidupan. Semoga harimu menyenangkan. Abiola",moga hari senang moga teks temu penuh hidup moga hari senang abiola,67,12
ham,Tidak ada rasa di kaki dan penis saya.,kaki penis,10,2
ham,"Oke, tapi saya pikir Anda ahlinya",oke pikir ahli,14,3
ham,*menghela nafas dalam-dalam* ... Aku kangen kamu :-( ... Aku sungguh terkejut kamu belum pergi ke warnet untuk menemuiku... Apa kamu tidak merindukanku?,hela nafas dalam kangen - sungguh kejut pergi warnet temu rindu,63,11
ham,S.s :) peranku seperti sachin. hanya berdiri. Yang lain harus memukul.,s s peran sachin diri pukul,27,6
ham,Semoga perjalanan Anda menyenangkan ke India. Dan berikan pencerahan kepada semua orang tidak hanya pada proyek ini tetapi juga pada semua orang yang beruntung melihat Anda tersenyum. Selamat tinggal. Abiola,moga jalan senang india cerah orang proyek orang untung senyum selamat tinggal abiola,85,13
ham,"Dan yang terpenting, yang kita bicarakan hanyalah antara kamu dan aku saja.",penting bicara,14,2
ham,K..k :) bagaimana dengan proses latihanmu?,k k proses latih,16,4
ham,"Baiklah. Aku perlu 2 pergi ke payoh 4 sebentar 2 kembali, kamu ingin 2 mengirimku ke sana atau ke sana?",baik 2 pergi payoh 4 sebentar 2 2 kirim,39,9
ham,Di tempat parkir mobil,parkir mobil,12,2
ham,Aku berharap aku bersamamu. Memelukmu erat-erat. Membuat Anda melihat betapa pentingnya Anda. Betapa berartinya kamu bagiku... Betapa aku membutuhkanmu... Dalam hidupku...,harap sama peluk erat betapa betapa arti bagi betapa butuh hidup,64,11
ham,Jadi aku bertanya bagaimana kabar Anthony. Ayah. Dan pacarmu,kabar anthony ayah pacar,24,4
ham,"Saat aku ingin fal in luv vth buku-bukuku, Tempat tidurku fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",fal in luv vth buku tidur fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb-,116,21
ham,"Aku akan mandi, aku akan meletakkan kuncinya di jendela :-)",mandi letak kunci jendela -,27,5
spam,LORD OF THE RINGS: RETURN OF THE KING tersedia SEKARANG!REPLY LOTR paling lambat tanggal 2 Juni 4 Kesempatan 2 MENANGKAN CD soundtrack LOTR StdTxtRate. Balas STOP untuk mengakhiri SMS,lord of the rings return of the king sedia reply lotr lambat tanggal 2 juni 4 sempat 2 menang cd soundtrack lotr stdtxtrate balas stop sms,138,26
ham,"Sayang, berhati-hatilah. Aku baru saja sampai di rumah. Aku sangat mencintaimu.",sayang hati rumah cinta,23,4
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staff science nus edu sg phyhcmk teaching pc1323,48,8
ham,Apakah Anda sudah beremigrasi atau apa? Ok mungkin jam 5.30 agak penuh harapan...,emigrasi ok jam 5 30 penuh harap,32,7
ham,Olol saya mencetak posting forum oleh seorang pria dengan masalah yang sama persis yang diperbaiki dengan penggantian GPU. Mudah-mudahan mereka tidak mengabaikan hal itu.,olol cetak posting forum pria persis baik ganti gpu mudah abai,62,11
ham,"Kami berjalan dari ibuku. Tepat di stagwood, lewat tepat di winterstone, kiri di bukit victors. Alamatnya adalah &lt;#&gt;",jalan ibu stagwood winterstone kiri bukit victors alamat lt gt,62,10
ham,"Yo, kamu di jp dan lapar seperti mofo?",yo jp lapar mofo,16,4
ham,Ini semua menyeramkan dan gila bagiku.,seram gila bagi,15,3
ham,Oke... aku akan menerima pesanmu...,oke terima pesan,16,3
ham,Pathaya enketa maraikara pa',pathaya enketa maraikara pa,27,4
ham,"Sekalipun dia temanku, dia adalah seorang pendeta, teleponlah dia sekarang",teman pendeta telepon,21,3
ham,"Jelek banget, lari udah balik lagi trus setengah mati... Hee...",jelek banget lari udah trus mati hee,36,7
ham,"Itu kamu, aku bilang itu buruk karena semua gadis mengenalmu... Apa yang kamu lakukan sekarang?",bilang buruk gadis kenal laku,29,5
ham,Atau ingatkan saya dalam beberapa jam.,ingat jam,9,2
ham,Hai. Selamat tahun baru. Saya tidak bermaksud mengganggu tetapi bisakah Anda memberi tahu saya berapa banyak uang sekolah yang Anda bayarkan semester lalu dan berapa semester ini. Terima kasih,hai selamat ganggu uang sekolah bayar semester semester terima kasih,68,10
ham,"Halo sayang, bagaimana kabarnya? Ngomong-ngomong, ini ada di sini. Aku baik-baik saja. Telah berkencan 2 kali dengan pria yang kutemui di walkabout sejauh ini. Kita harus segera bertemu. Bagaimana kabar orang lain?",halo sayang kabar ngomong-ngomong baik kencan 2 kali pria temu walkabout temu kabar orang,89,14
ham,"haha, aku akan pergi bulan lalu. Saya menguangkannya tetapi saya meninggalkan &lt;#&gt; untuk berjaga-jaga. Saya mengumpulkan lebih banyak selama seminggu karena mereka mengumumkannya di blog.",haha pergi uang tinggal lt gt jaga kumpul minggu umum blog,58,11
spam,Semoga beruntung! Pengundian berlangsung pada 28 Februari 06. Semoga Sukses! Untuk penghapusan kirim STOP ke 87239 layanan pelanggan 08708034412,moga untung undi 28 februari 06 moga sukses hapus kirim stop 87239 layan langgan 08708034412,92,15
ham,Pendek Tapi Lucu : \ Jadilah orang baik,pendek lucu orang,17,3
ham,Hanya belum memutuskan di mana ya?,putus ya,8,2
ham,"Jam berapa liao, dimana masih dapat.",jam liao mana,13,3
ham,Ya menonton footie tapi khawatir kami akan gagal - Phil Neville?,ya tonton footie khawatir gagal - phil neville,46,8
ham,Saya menunggu 4 Ì_ di dalam tempat parkir mobil...,tunggu 4 parkir mobil,21,4
ham,Paman Biara! Selamat tahun baru. Abiola,paman biara selamat abiola,26,4
ham,"Sekarang aku bebas, telepon aku pa.",bebas telepon pa,16,3
ham,Maksudmu aku harus memesan ulang sandal itu karena aku harus membayar untuk mengembalikannya.,maksud mes ulang sandal bayar kembali,37,6
ham,Berhentilah mengenalku dengan baik!,henti kenal,11,2
ham,Selamat malam! ini baiklah. Apa kabarmu?,selamat malam baik kabar,24,4
ham,Masalah kecil di lelang :) punj sekarang minta tiwary,lelang punj tiwary,18,3
ham,Dia mengatakan untuk tidak memberi tahu siapa pun. Kalau begitu traktir aku hai hi hai,traktir hai hi hai,18,4
spam,Minggu pertama GRATIS! Gr8 nada str8 2 u setiap minggu. Txt NOKIA ON ke 8007 untuk nada Nokia Klasik atau HIT ON ke 8007 untuk Polys. Nokia/150p Poli/200p 16+,minggu gratis gr8 nada str8 2 u minggu txt nokia on 8007 nada nokia klasik hit on 8007 polys nokia 150p pol 200p 16,115,24
ham,Kamu datang menjemputku?,jemput,6,1
ham,Itu keren. aku menyukai fotomu. Kamu sangat seksi!,keren suka foto seksi,21,4
ham,"maukah kamu percaya, mereka tidak tahu aku sudah memesan di muka sehingga mereka membatalkanku LAGI! itu perlu dipecat",mau percaya mes muka batal pecat,32,6
ham,"Haha lebih baik terlambat dari sebelumnya, adakah yang bisa aku mampir?",haha lambat ada mampir,22,4
ham,Oke. Tapi aku selesai jam 6.,oke selesai jam 6,17,4
spam,"LookAtMe!: Terima kasih atas pembelian klip video dari LookAtMe!, Anda telah ditagih sebesar 35p. Kamu pikir kamu bisa melakukan yang lebih baik? Mengapa tidak mengirim video dalam MMSto 32323.",lookatme terima kasih beli klip video lookatme tagih 35p pikir kirim video mmsto 32323,86,14
ham,Aku dilarang masuk ke semua toko B dan Q seumur hidup!? Si bodoh berbaju oranye ini mendatangiku dan bertanya apakah aku mau dek? Jadi aku mendapat pukulan pertama!!,larang masuk toko b q umur hidup si bodoh baju oranye datang dek pukul,70,14
ham,Jadi tidak ada pesan. Punya makanan?,pesan makan,11,2
ham,"Oke, aku akan tidur. Semoga aku bisa bertemu dengannya.",oke tidur moga temu dengan,26,5
ham,Bisakah Anda memberi tahu saya detail hari Jumat ketika Anda mengetahuinya karena saya tidak ada di hari Jumat atau Jumat. disebutkan bahasa Cina. Terima kasih,detail jumat tahu jumat jumat bahasa cina terima kasih,54,9
ham,"Anda benar, sekarang saya sudah memikirkannya",pikir,5,1
ham,Apa yang kamu lakukan sekarang?,laku,4,1
ham,Apakah kuliahmu sudah selesai?,kuliah selesai,14,2
spam,air mani seksi seksi dan kirimi aku pesan aku basah dan hangat dan siap untuk beberapa film porno! kamu siap bersenang-senang? MSG INI GRATIS RECD MSGS 150P INC PPN 2 CANCEL TEKS STOP,air mani seksi seksi kirim pesan basah hangat film porno senang msg gratis recd msgs 150p inc ppn 2 cancel teks stop,116,22
ham,Tempat pelanggan saya akan menghubungi Anda,langgan hubung,14,2
ham,Belum direncanakan :) akan bergabung dengan perusahaan pada tanggal 5 Januari saja. Tidak tahu apa yang akan terjadi setelah itu.,rencana gabung usaha tanggal 5 januari,38,6
ham,Anak laki-laki; Aku cinta kamu Grl: Hogolo Anak laki-laki: rantai emas kodstini Grl: Agalla Anak laki-laki: kalung madstini Grl: agalla Anak laki-laki: Hogli 1 mutai eerulli kodthini! Grl: Aku cinta kamu kano ;-),anak laki cinta grl hogolo anak laki rantai emas kodstini grl agalla anak laki kalung madstini grl agalla anak laki hogli 1 mutai eerulli kodthini grl cinta kano -,163,29
ham,"Haha Aku mendengarnya, kirimi aku pesan saat kamu ada",haha dengar kirim pesan,23,4
ham,Saya akan tiba di sana besok dan mengirimkannya kepada Anda,besok kirim,11,2
ham,\SHIT BABE.. INI SEDIKIT KACAU.YEH,shit babe kacau yeh,19,4
ham,"Oh, itu sudah terlambat! Selamat malam dan aku akan meneleponmu besok. Saya sekarang akan tidur malam",oh lambat selamat malam telepon besok tidur malam,49,8
ham,"\CHEERS U TEX MECAUSE KAMU BOSAN! YEAH OKDEN HUNNY R UIN WK SAT?SUARANYA SEPERTI PUNYA GR8FUN J! TERUS UPDAT JUMLAH LOVEME XXXXX.\""""",cheers u tex mecause bosan yeah okden hunny r uin wk sat suara gr8fun j updat loveme xxxxx,90,18
ham,"Maaf, dalam pertemuan saya akan menghubungi Anda nanti",maaf temu hubung,16,3
ham,Hai! Bagaimana kabarmu? gadis-gadis tidak pernah menelepon setelah India. L,hai kabar gadis telepon india l,31,6
ham,"Ya, tapi mana yang lebih buruk bagiku",ya buruk bagi,13,3
ham,Saya menandai teman-teman SAYA yang sepertinya Anda anggap sebagai teman ANDA.,tanda teman anggap teman,24,4
ham,Lama sekali. Anda ingat saya hari ini.,,0,0
ham,Belum berbelanja sekarang karena saya hanya tiba,belanja,7,1
ham,Terima kasih. LEBIH BAIK BEKERJA KARENA SAYA AKAN MERASA DIGUNAKAN LAINNYA,terima kasih,12,2
ham,Apakah Anda siap menghadapi tantangan ini? aku tahu aku :),hadap tantang,13,2
ham,Berapa harga casing hdd anda.,harga casing hdd,16,3
ham,Misteri terpecahkan! Baru saja membuka email saya dan dia mengirimi saya batch lainnya! Bukankah dia manis,misteri pecah buka email kirim batch manis,42,7
ham,Saya tidak bisa menggambarkan betapa beruntungnya Anda karena saya benar-benar bangun pada siang hari,gambar betapa untung benar bangun siang,39,6
spam,Ini adalah kedua kalinya kami mencoba menghubungi Anda. Anda telah memenangkan hadiah å£1450 untuk mengklaim cukup hubungi 09053750005 b4 310303. S&K/stop SMS 08718725756. 140ppm,kali coba hubung menang hadiah 1450 klaim hubung 09053750005 b4 310303 s k stop sms 08718725756 140ppm,102,17
ham,Selamat untuk kartunya... Apakah ini sudah sepanjang tahun?,selamat kartu,13,2
ham,Ugh semoga asus ppl tidak sembarangan melakukan format ulang.,ugh moga asus ppl sembarang format ulang,40,7
ham,Belum melihat facebookku ya? Tertawa terbahak-bahak!,facebookku ya tertawa bahak,27,4
ham,"Mah b, aku akan mengambilnya besok",mah b ambil besok,17,4
ham,Masih di samping le..kamu datang 2 besok maga..,samping le 2 besok maga,23,5
ham,Apakah Anda masih memiliki selotip tukang ledeng dan kunci pas yang bisa kami pinjam?,milik selotip tukang ledeng kunci pas pinjam,44,7
spam,"Pemegang Voucher yang terhormat, Untuk mengklaim penawaran minggu ini, di PC Anda, silakan kunjungi http://www.e-tlp.co.uk/reward. Syarat & Ketentuan berlaku.",pegang voucher hormat klaim tawar minggu pc sila kunjung http www e-tlp co uk reward syarat tentu laku,102,18
ham,Itu justru lebih sulit..,sulit,5,1
ham,Masih belum menunggu seperti biasanya... ÌÏ come back sch oredi?,tunggu come back sch oredi,26,5
ham,Dalam pertemuan da. Saya akan menelepon Anda,temu da telepon,15,3
ham,K k :-):-) lalu tonton beberapa film.,k k - - tonton film,19,6
ham,Apakah bioskop plus minuman menarik bagimu? * Adalah film thriller oleh sutradara yang saya sukai di Mac pukul 8.30.,bioskop plus minum tarik bagi film thriller sutradara suka mac 8 30,67,12
ham,Itu seukuran tablet gajah & kamu mendorongmu ke atas!!,ukur tablet gajah dorong,24,4
ham,"Begitu banyak orang yang terlihat spesial pada pandangan pertama, namun hanya sedikit yang akan tetap spesial bagimu sampai pandangan terakhirmu.. pertahankan mereka sampai akhir hayat.. ambillah cr da",orang spesial pandang spesial bagi pandang akhir tahan hayat ambil cr da,72,12
ham,"Orangtuaku, Anakku, Temanku dan Kolegaku. Semua teriak.. KEJUTAN!! dan aku menunggu di sofa.. ... ..... ' TELANJANG...!",orangtuaku anak teman kolega teriak kejut tunggu sofa telanjang,63,9
ham,Entahlah aku hanya bertanya karena aku mendapat kartu mendapat diskon 20% 4 salon bernama hair sense jadi menurutku itu salah satunya Ì_ memotong rambutmu.,kartu diskon 20 4 salon nama hair sense turut salah satu potong rambut,70,13
ham,Selamat pagi pai kue! Lo harap aku tidak membangunkanmu,selamat pagi pai kue lo harap bangun,36,7
ham,MUNGKIN JIKA ANDA BANGUN SEBELUM FUCKING 3 INI TIDAK AKAN MENJADI MASALAH.,bangun fucking 3,16,3
ham,Selamat ulang tahun untukmu....sayang.dengan banyak cinta.rakhesh NRI,selamat ulang untuk sayang cinta rakhesh nri,44,7
spam,"Ini adalah kedua kalinya kami mencoba 2 menghubungi Anda. Anda telah memenangkan hadiah 750 Pound. 2 klaim mudah, hubungi 08712101358 SEKARANG! Hanya 10p per menit. BT-tingkat nasional",kali coba 2 hubung menang hadiah 750 pound 2 klaim mudah hubung 08712101358 10p menit bt-tingkat nasional,105,17
ham,X2 &lt;#&gt; . Apakah Anda akan mendapatkannya,x2 lt gt dapat,14,4
ham,"Hai, neva khawatir tentang kebenaran karena kebenaran akan menuntunku ke hatimu. Setidaknya itulah yang layak diterima oleh orang unik sepertimu. Tidur nyenyak atau pagi hari",hai neva khawatir benar benar tuntun hati layak terima orang unik seperti tidur nyenyak pagi,92,15
spam,"UR mendapatkan City Break dan MENANGKAN Belanja Musim Panas senilai å£200 setiap WK. Txt STORE ke 88039.SkilGme.TsCs087147403231Winawk!Usia16+å£1,50perWKsub",ur city break menang belanja musim panas nila 200 wk txt store 88039 skilgme tscs087147403231winawk usia16 1 50perwksub,119,18
ham,Apakah makalahmu hari ini pagi atau sore hari?,makalah pagi sore,17,3
ham,Saya akan menjilat setiap tetesnya :) apakah Anda siap menggunakan mulut Anda juga?,jilat tetes mulut,17,3
ham,Dan kamu! Akan mengharapkan Anda setiap kali Anda mengirim pesan! Semoga semuanya berjalan baik ya,harap kali kirim pesan moga jalan ya,36,7
ham,Besar. P diddy adalah tetangga saya dan datang untuk membeli pasta gigi setiap pagi,p diddy tetangga beli pasta gigi pagi,37,7
ham,"Saya mendapat nomor baru, . Maukah kamu menggunakan yang ini saja, ta.",nomor mau ta,12,3
ham,Jadi menjadi orang yang menyodok setiap hari itulah yang mereka ajarkan padamu di Kanada abi! Apa kabarmu. Hanya menyapa.,orang sodok ajar pada kanada abi kabar sapa,43,8
ham,7 atau... Ganti 2 suntec... Jam berapa kamu datang?,7 ganti 2 suntec jam,20,5
ham,Tidak ada yang saya lihat di toko online sehingga saya bertanya.,lihat toko online,17,3
ham,Hanya penasaran karena cuz saya bertanya apa yang saya lakukan,penasaran cuz laku,18,3
ham,Oke lor... Wah... seperti itu pasti mereka tidak akan membiarkan kita pergi... Haha... Apa yang mereka katakan dalam syarat dan ketentuannya?,oke lor biar pergi haha syarat tentu,36,7
ham,Haha... Yup semoga saja mon nanti bisa turun beberapa kg. setelah hip hop bisa pergi ke kebun dan menimbang lagi,haha yup moga mon turun kg hip hop pergi kebun timbang,54,11
ham,Dia baik. Apa kabarmu. Di mana kamu bekerja sekarang,kabar,5,1
ham,"Oh ya, aku sedang merasa kurang enak badan, jadi aku agak kepo di rumah",oh ya enak badan kepo rumah,27,6
ham,Di rumah juga.,rumah,5,1
ham,Ponsel ini memiliki koreksi otomatis yang paling aneh.,ponsel milik koreksi otomatis aneh,34,5
ham,"Ups ponselku mati dan aku bahkan tidak mengetahuinya. Ya, aku lebih menyukainya.",ups ponselku mati tahu ya suka,30,6
ham,Belum bertanya apakah kamu bisa melakukan wat pertama. Dari ketemu 4 makan siang den u n dia ketemu udah bisa lor. Atau kamu ingin bertanya pada da ge yang pertama lalu konfirmasi dengan saya secepatnya?,wat ketemu 4 makan siang den u n ketemu udah lor da ge konfirmasi cepat,71,15
ham,"Dia berkata,'' apakah kamu keberatan jika aku masuk ke kamar sebentar? '' ''OK'', aku dalam suasana hati yang seksi. Dia keluar 5 menit kemudian dengan kue...n Istriku,",berat masuk kamar sebentar ok suasana hati seksi 5 menit kue n istri,68,13
ham,"OH YEAH, DAN BERSENANG-SENANG DI NEWQUAY-KIRIMKAN KARTU POS !1 PERHATIKAN SEMUA GADIS SAAT AKU PERGI (U TAHU PERTANDINGAN 1IM TALKIN!)xx",oh yeah senang newquay-kirimkan kartu pos 1 perhati gadis pergi u tanding 1im talkin xx,87,15
ham,Kami bercerai. Tertawa terbahak-bahak. Dia di sini,cerai tertawa bahak,19,3
ham,Apa pinmu?,pin,3,1
ham,"Sayang, apakah kamu punya cukup uang untuk membeli roti dan susu? Dan aku akan mengembalikannya saat kamu sampai di rumah?",sayang uang beli roti susu kembali rumah,40,7
ham,Saya ingin salju. Cuacanya sangat dingin dan berangin.,salju cuaca dingin angin,24,4
spam,MENDESAK! Kami mencoba menghubungi U. Pengundian hari ini menunjukkan bahwa Anda telah memenangkan hadiah å£2000 DIJAMIN. Hubungi 09066358361 dari jalur darat. Klaim Y87. Hanya berlaku 12 jam,desak coba hubung u undi menang hadiah 2000 jamin hubung 09066358361 jalur darat klaim y87 laku 12 jam,102,18
ham,Datanglah ke halte mahal.. &lt;DECIMAL&gt;,datang halte mahal lt decimal gt,32,6
ham,Entahlah :) minggu ini saya akan pergi ke tirunelvai da.,minggu pergi tirunelvai da,26,4
ham,Aku juga sayang! Saya berjanji akan memperlakukan Anda dengan baik! aku yakin kamu akan menjagaku dengan baik...,sayang janji laku jaga,22,4
ham,"Menurutku, ini seperti permainan senja di hotel. Anda memecahkan teka-teki di suatu bidang",turut main senja hotel pecah teka-teki bidang,45,7
spam,"Terima kasih atas pesanan nada dering Anda, nomor referensi X29. Ponsel Anda akan dikenakan biaya 4,50. Apabila nada dering Anda tidak sampai, silakan hubungi layanan pelanggan 09065989180",terima kasih pesan nada dering nomor referensi x29 ponsel kena biaya 4 50 nada dering sila hubung layan langgan 09065989180,123,20
ham,"Hai, cintaku! Bagaimana hari itu? Sial, pagi ini aku terbangun dan menjatuhkan ponselku saat menuruni tangga tapi sepertinya baik-baik saja... *fiuh* Aku kangen kamu !",hai cinta sial pagi bangun jatuh ponselku turun tangga baik fiuh kangen,71,12
ham,"Ya, itu pasti menyusahkan untuk ditangkap",ya susah tangkap,16,3
ham,Maaf da thangam. itu kesalahanku.,maaf da thangam salah,21,4
ham,Aku perlu... Karena aku belum pernah pergi sebelumnya,pergi,5,1
spam,Saldo tunai Anda saat ini 500 pound - untuk memaksimalkan uang masuk Anda sekarang kirim COLLECT ke 83600 hanya 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,saldo tunai 500 pound - maksimal uang masuk kirim collect 83600 150p msg cc 08718720201 po box 114 14 tcr w1,108,21
ham,"Aku merasa seperti orang bodoh karena aku terus tidur melalui SMS dan pesan facebookmu. Sup, kamu di kota?",orang bodoh tidur sms pesan facebookmu sup kota,47,8
ham,"Tidak, tolong aku akan datang da. Dalam perjalanan.",tolong da jalan,15,3
ham,Sepertinya dia ingin waktu sendirian. Kita bisa muncul dan menonton ketika mereka melakukannya..,muncul tonton laku,18,3
ham,Ketinggian daur ulang: Baca dua kali- Orang menghabiskan waktu untuk menghasilkan uang dan uang yang sama dihabiskan untuk menghabiskan waktu!;-) Selamat pagi.. tetaplah tersenyum :-),tinggi daur ulang baca kali- orang habis hasil uang uang habis habis - selamat pagi tetap senyum -,98,18
ham,Yup Ì_ tidak ikut :-(,yup -,5,2
ham,"Ya, tuan putri. Toledo.",ya tuan putri toledo,20,4
ham,"Kirimi aku pesan saat kamu kembali ke rumahmu dan aku akan mampir, butuh seseorang untuk membukakan pintu untukku",kirim pesan rumah mampir butuh buka pintu untuk,47,8
ham,Ron bilang Jumat leh. N dia bilang ding tai feng tidak bisa membuat reservasi. Tapi dia bilang tunggu dulu.,ron bilang jumat leh n bilang ding tai feng reservasi bilang tunggu,67,12
ham,Bagus. Pakaian renang tidak diperbolehkan :),bagus pakai renang boleh,24,4
ham,Saya baik-baik saja. Akan segera berakhir. Semua yang terbaik,baik baik,9,2
ham,Sebuah pemikiran lucu untuk persahabatan: \Tidak perlu berbagi setiap rahasia dengan teman dekatmu,pikir lucu sahabat bagi rahasia teman dekat,43,7
ham,"Oke, saya sudah mengirimi Anda versi terbaru proyek da.",oke kirim versi baru proyek da,30,6
ham,Tolong terima aku untuk satu hari. Atau saya mohon Anda mengganti nomornya.,tolong terima mohon ganti nomor,31,5
ham,Peras!! Ini pelukan natal.. Jika kamu menyukai temanku dan peluk aku kembali.. Jika kamu mendapatkan 3 kamu lucu :) 6 kamu luvd:* 9 kamu sangat beruntung;) Tidak ada? Orang-orang membencimu:,peras peluk natal suka teman peluk 3 lucu 6 luvd 9 untung orang benci,69,14
ham,"Tidak apa-apa, jika ada yang bertanya tentang saya, hubungi mereka..:-P",apa hubung -p,13,3
ham,"Fakta lucu Tidak ada yang mengajarkan gunung berapi 2 meletus, tsunami 2 timbul, angin topan 2 bergoyang no 1 mengajarkan bagaimana 2 memilih istri Bencana alam terjadi begitu saja",fakta lucu ajar gunung rap 2 letus tsunami 2 timbul angin topan 2 goyang no 1 ajar 2 pilih istri bencana alam,109,22
ham,* Anda akan menelepon akhir pekan ini atau tidak?,telepon pekan,13,2
ham,Lacak juga pemantik api yang Anda temukan,lacak mantik api temu,21,4
ham,"Sayang, aku butuh saranmu",sayang butuh saran,18,3
ham,"Aku akan berangkat sekitar pukul empat, oke?",berangkat oke,13,2
ham,Datanglah ke fakultas kedokteran jam 7 malam......teruskan ya,datang fakultas dokter jam 7 malam terus ya,43,8
ham,K:) k..bagus :) kapan kamu berangkat?,k k bagus berangkat,19,4
ham,Aku bisa membuatkan lasagna untukmu... vodka...,buat lasagna untuk vodka,24,4
ham,"HI KATENYA, BISAKAH KAMU MEMBERI SAYA CINCIN SEGERA XXX",hi kate cincin xxx,18,4
ham,Siapa orang-orang itu? Apakah Anda sedang tur? Saya pikir Anda sedang mengerjakan barang sofa yang Anda kirimkan kepada saya? Gula penasaranmu,orang tur pikir barang sofa kirim gula penasaran,48,8
ham,"Tidak, tapi kamu bilang padaku kamu akan pergi, sebelum kamu mabuk!",bilang pada pergi mabuk,23,4
ham,"Dia ketakutan. Dia mengirimiku pesan bahwa dia akan terlambat dan akan meneleponku, lalu aku tidak mendengar sepatah kata pun darinya",takut kirim pesan lambat telepon dengar patah dari,50,8
