Message,Category,Message_Length,Word_Count,Bahasa
Wat uniform? In where get?,ham,26,5,Seragam apa? Di mana mendapatkannya?
"Cool, text me when you're ready",ham,31,6,"Keren, kirimi aku pesan jika kamu sudah siap"
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",ham,129,29,"Halo anakku... Wah, aku sudah merindukanmu dan aku baru bangun tidur. Aku berharap kamu ada di sini, di tempat tidur bersamaku, memelukku. Aku mencintaimu ..."
I will spoil you in bed as well :),ham,34,9,Aku akan memanjakanmu di tempat tidur juga :)
I'm going for bath will msg you next  &lt;#&gt;  min..,ham,54,10,"Aku mau mandi, selanjutnya aku akan mengirimimu pesan &lt;#&gt;  menit.."
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham,162,37,Saya tidak dapat terus berbicara dengan orang jika saya tidak yakin dapat membayar mereka jika mereka setuju dengan harganya. Jadi tolong beri tahu saya apa yang sebenarnya ingin Anda beli dan berapa banyak Anda bersedia membayar
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam,157,26,"Terima kasih atas Pesanan Nada Dering Anda, Referensi T91. Anda akan dikenakan biaya sebesar GBP 4 per minggu. Anda dapat berhenti berlangganan kapan saja dengan menghubungi layanan pelanggan di 09057039994"
Can you say what happen,ham,23,5,Bisakah Anda mengatakan apa yang terjadi
You could have seen me..i did't recognise you Face.:),ham,53,9,Kamu bisa saja melihatku..aku tidak mengenali Wajahmu. :)
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham,131,25,Tidak banyak hal yang terjadi di Lindsay pada Tahun Baru *menghela nafas* Beberapa bar di Ptbo dan bangau biru sedang mengadakan sesuatu
Keep my payasam there if rinu brings,ham,36,7,Simpan payasamku di sana jika Rinu membawanya
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham,143,27,Saya mengajarkan bahwa Ranjith Pak menelepon saya. Jadi hanya aku yang sms seperti itu. Karena dia memverifikasi tentang proyek. Prabu bilang hari ini jadi pa jangan salahkan aku..
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham,300,57,"Saya rasa itu sebabnya Anda khawatir. Anda harus tahu bahwa ada cara tubuh memperbaiki dirinya sendiri. Dan saya yakin Anda tidak perlu khawatir. Kami akan melakukannya perlahan. Tes pertama, mereka akan memandu kapan ovulasi Anda, lalu bersantai. Apa pun yang Anda katakan tidak menjadi alasan untuk khawatir, tetapi saya akan terus menindaklanjutinya."
"Yeah sure, give me a couple minutes to track down my wallet",ham,59,12,"Ya tentu, beri saya waktu beberapa menit untuk melacak dompet saya"
Hey leave it. not a big deal:-) take care.,ham,42,9,Hei tinggalkan saja. bukan masalah besar :-) hati-hati.
Hey i will be late ah... Meet you at 945+,ham,41,10,"Hei, aku akan terlambat ah... Sampai jumpa di 945+"
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,149,22,"Menit dan SMS ganda 4 6 bulan Bluetooth GRATIS di Orange. Tersedia di ponsel Sony, Nokia Motorola. Hubungi MobileUpd8 di 08000839402 atau hubungi2optout/N9DX"
It took Mr owl 3 licks,ham,22,6,Tuan burung hantu butuh 3 jilatan
Customer place i will call you.,ham,31,6,Tempat pelanggan saya akan menghubungi Anda.
Mm that time you dont like fun,ham,30,7,Mm waktu itu kamu tidak suka bersenang-senang
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,155,26,Separuh harga 4 bln Sewa jalur oranye & ponsel kamera terbaru 4 GRATIS. Apakah ponsel Anda berumur 11 bulan? Hubungi MobilesDirect gratis di 08000938767 untuk memperbarui sekarang! atau2stoptxt
Yup having my lunch buffet now.. U eat already?,ham,47,9,"Yup, aku sedang makan siang prasmanan sekarang.. Kamu sudah makan?"
Huh so late... Fr dinner?,ham,25,5,Hah terlambat sekali... Untuk makan malam?
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham,80,16,"Hei, jadi hari Sabtu ini apakah kita akan melakukan intro pilates saja? Atau kickboxing juga?"
Morning only i can ok.,ham,22,5,Pagi saja aku bisa oke.
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham,115,28,"Ya, menurutku begitu. Saya di kantor tetapi pangkuan saya ada di kamar, saya pikir itu terjadi selama beberapa hari terakhir. Saya tidak mematikannya"
Pick you up bout 7.30ish? What time are  and that going?,ham,56,11,Menjemputmu sekitar jam 7.30? Jam berapa sekarang dan itu terjadi?
From here after The performance award is calculated every two month.not for current one month period..,ham,102,16,"Dari sini setelahnya Penghargaan kinerja dihitung setiap dua bulan, bukan untuk periode satu bulan saat ini.."
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham,118,26,"Sebenarnya sedang tidur dan masih mungkin ketika kamu menelepon kembali. Jadi sebuah teks adalah gr8. Kamu keren, kakak. Akan mengirimimu SMS saat aku bangun."
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham,221,43,"Anda selalu menampilkan bisnis Anda. Anda memasang foto pantat Anda di facebook. Anda adalah salah satu orang paling terbuka yang pernah saya temui. Kenapa menurutku foto kamarmu akan menyakitimu, membuatmu merasa dilanggar."
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham,204,30,"Selamat malam Pak, Al Salam Wahleykkum.berbagi kabar gembira.Dengan izin Tuhan, saya mendapat tawaran dari Tayseer,TISSCO dan saya bergabung.Semoga Anda baik-baik saja.Insya Allah, bertemu Anda kapan-kapan.Rakhesh, pengunjung dari India."
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham,114,16,Hmmm...k...tapi saya ingin cepat mengubah bidangnya da:-)saya ingin mendapatkan administrator sistem atau administrator jaringan..
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",spam,158,32,"SMS NADA DERING GRATIS PERTAMA ke 87131 untuk poli atau teks DAPATKAN ke 87131 untuk nada asli! Membantu? 0845 2814032 16 setelah 1st free, nada 3xå£150pw sampai eå£nd txt stop"
Dear how is chechi. Did you talk to her,ham,39,9,Sayang bagaimana kabar chechi. Apakah kamu berbicara dengannya?
The hair cream has not been shipped.,ham,36,7,Krim rambut belum dikirim.
None of that's happening til you get here though,ham,48,9,Semua itu tidak akan terjadi sampai Anda tiba di sini
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham,77,13,"Yap, pohon natal loxahatchee besar yang terbakar &lt;#&gt;  dimulai dalam satu jam"
"Haha get used to driving to usf man, I know a lot of stoners",ham,60,14,"Haha biasakan berkendara ke usf man, aku kenal banyak stoner"
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham,168,32,Semuanya baik-baik saja sampai kelas yang sedikit membawa bencana sore ini dengan kekasih favoritku! Semoga hari liburnya oke. Kopi akan enak karena besok tidak bisa terlambat. Waktu + tempat yang sama seperti biasanya?
Hello! Good week? Fancy a drink or something later?,ham,51,9,Halo! Minggu yang baik? Ingin minum atau sesuatu nanti?
Headin towards busetop,ham,22,3,Menuju busetop
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham,152,21,Pesan:beberapa teks hilang* Pengirim:Nama Hilang* *Nomor Hilang *Terkirim:Tanggal hilang *Banyak yang hilang itu y semuanya hilang dikirim melalui fullonsms.com
Come by our room at some point so we can iron out the plan for this weekend,ham,75,17,Datanglah ke kamar kami suatu saat nanti agar kami dapat menyelesaikan rencana untuk akhir pekan ini
Cos i want it to be your thing,ham,30,8,Karena aku ingin itu menjadi milikmu
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",ham,95,20,"Oke... Aku ikut yan jiu juga... Kita lewati ard oso, ayo cine den go mrt one, bla bla bla... "
Bring home some Wendy =D,ham,24,5,Bawa pulang beberapa Wendy =D
100 dating service cal;l 09064012103 box334sk38ch,spam,49,6,100 layanan kencan hubungi;l 09064012103 box334sk38ch
Whatsup there. Dont u want to sleep,ham,35,7,Ada apa di sana. Apakah kamu tidak ingin tidur
Alright i have a new goal now,ham,29,7,"Baiklah, aku punya tujuan baru sekarang"
FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,107,18,"Tiket masuk GRATIS ke kompetisi mingguan kami senilai å£250, cukup SMS kata MENANG ke 80086 SEKARANG. 18 S&K www.txttowin.co.uk"
"Alright, I'll head out in a few minutes, text me where to meet you",ham,66,14,"Baiklah, aku akan berangkat beberapa menit lagi, kirimi aku pesan di mana aku bisa bertemu denganmu"
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,159,32,Kirim logo 2 kekasihmu - 2 nama disatukan dengan hati. Txt CINTA NAMA1 NAMA2 MOBNO misal CINTA ADAM EVE 07123456789 ke 87077 Yahoo! POBox36504W45WQ TxtNO 4 tanpa iklan 150p
Yes:)from last week itself i'm taking live call.,ham,48,8,Ya :) dari minggu lalu saya menerima panggilan langsung.
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,162,27,"Seseorang telah menghubungi layanan kencan kami dan memasukkan ponsel Anda karena mereka menyukai Anda! Untuk mengetahui siapa peneleponnya, hubungi dari telepon rumah 09111032124. PoBox12n146tf150p"
Siva is in hostel aha:-.,ham,24,5,Siva ada di asrama aha:-.
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam,137,22,MENDESAK! Nomor Ponsel Anda telah diberikan hadiah å£2000 DIJAMIN. Hubungi 09058094455 dari jalur darat. Klaim 3030. Hanya berlaku 12 jam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham,248,33,Kirimkan ini ke temanmu dan terima sesuatu tentang suaramu..... Bagaimana ekspresi bicaraku? 1.kekanak-kanakan 2.nakal 3.Sentimen 4.gaduh 5.sikap penuh 6.romantis 7.pemalu 8.Menarik 9.lucu &lt;#&gt; .menjengkelkan &lt;#&gt; .manis. jawab aku..
Ok. She'll be ok. I guess,ham,25,6,Oke. Dia akan baik-baik saja. Kukira
aathi..where are you dear..,ham,27,4,aathi..dimana kamu sayang..
Any pain on urination any thing else?,ham,37,7,Apakah ada rasa sakit saat buang air kecil atau hal lainnya?
7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,ham,69,16,7 di esplanade.. Bolehkah Ì_ memberiku tumpangan karena aku tidak punya mobil hari ini..
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham,150,27,Saya tidak ingin segera membeli mobil BMW..ini sangat mendesak.tetapi saya kekurangan &lt;#&gt; Lacs.tidak ada sumber untuk arng dis amt. &lt;#&gt; lacs..itu masalahku
At home watching tv lor.,ham,24,5,Di rumah nonton tv lor.
Does she usually take fifteen fucking minutes to respond to a yes or no question,ham,80,15,Apakah dia biasanya membutuhkan waktu lima belas menit untuk menjawab pertanyaan ya atau tidak
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,157,26,Selamat! Ponsel kamera video Nokia 3650 adalah Panggilan Anda 09066382422 Biaya panggilan 150ppm Rata-rata panggilan 3 menit bervariasi dari ponsel 16+ Tutup 300603 pos BCM4284 Ldn WC1N3XX
Booked ticket for pongal?,ham,25,4,Memesan tiket untuk pongal?
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham,73,11,Anda tersedia sekarang? Saya seperti berada di sekitar Hillsborough &amp;  &lt;#&gt; th
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham,89,15,Pesan yang dikirim meminta &lt;#&gt; dolar. Haruskah saya membayar &lt;#&gt;  atau &lt;#&gt; ?
"Ask g or iouri, I've told the story like ten times already",ham,58,12,"Tanyakan pada g atau iouri, aku sudah menceritakan kisah itu sepuluh kali"
How long does applebees fucking take,ham,36,6,Berapa lama waktu yang dibutuhkan lebah apel
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham,76,15,"Hai harap kamu mendapatkan txt ini~perjalanan belum selesai, sekarang saya kira terlambat sekitar 50 menit."
But i have to. I like to have love and arrange.,ham,47,11,Tapi aku harus melakukannya. Saya suka memiliki cinta dan mengatur.
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham,104,16,Ya..dia benar-benar hebat..bhaji memberi tahu kallis pemain kriket terbaik setelah sachin di dunia :).sangat sulit untuk keluar.
You were supposed to wake ME up &gt;:(,ham,38,8,Kamu seharusnya membangunkan AKU &gt;:(
Oic... I saw him too but i tot he din c me... I found a group liao...,ham,69,17,"Oic... Aku juga melihatnya, tapi ternyata dia memanggilku... Aku menemukan grup liao..."
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,ham,66,9,\HEI HEI APAKAH ORANG MONKEE MENGATAKAN KITA DI SEKITAR MONKEY! BAGAIMANA CANTIK
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham,94,19,"Maaf, baterai saya habis, saya bisa datang tetapi saat ini saya hanya mendapat satu gram, di mana tempat Anda?"
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham,70,12,"Bagus sekali, astaga, olahraga, ya, aku agak ingat apa itu, hmm. "
I wont get concentration dear you know you are my mind and everything :-),ham,73,14,Aku tidak akan mendapatkan konsentrasi sayang kamu tahu kamu adalah pikiranku dan segalanya :-)
LOL ... Have you made plans for new years?,ham,42,9,LOL... Sudahkah kamu membuat rencana untuk tahun baru?
10 min later k...,ham,17,4,10 menit kemudian k...
hanks lotsly!,ham,13,2,terima kasih banyak!
Thanks for this hope you had a good day today,ham,45,10,Terima kasih atas harapan ini semoga harimu menyenangkan hari ini
K:)k:)what are detail you want to transfer?acc no enough?,ham,57,9,K:)k :)detail apa yang ingin ditransfer?acc tidak cukup?
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham,105,21,"Oke aku akan menyuruhnya untuk tidak keluar. Ya, memang sulit, tetapi kami optimis segalanya akan membaik bulan ini."
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam,164,28,"Pinjaman untuk tujuan apa pun å£500 - å£75,000. Pemilik rumah + Penyewa dipersilakan. Apakah Anda pernah ditolak sebelumnya? Kami masih bisa membantu. Hubungi Gratis 0800 1956669 atau balas SMS 'bantuan'"
Si si. I think ill go make those oreo truffles.,ham,47,10,Ya ya. Saya pikir saya akan membuat truffle oreo itu.
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",ham,117,25,"LIHAT AMY URE WANITA CANTIK, CERDAS DAN AKU SANGAT MENYUKAIMU. AKU TAHU KAMU TIDAK MENYUKAIKU SEPERTI ITU JADI JANGAN KHAWATIR."
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham,158,28,Saya harap itu adalah hasil dari sikap cerdas dan baik hati secara konsisten. Mulailah bertanya kepadanya tentang tautan praktikum dan tetap buka telinga Anda dan semoga sukses. ttyl
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham,79,17,"1,20 biaya panggilan itu. Yang menurutku tidak buruk. Kangen ya, butuh ya, mau ya, sayang ya"
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham,142,22,Mengalami perasaan yang sangat berbeda. Keputusan yang bimbang dan menghadapi hal yang sama adalah individu yang sama. Waktu akan menyembuhkan semua yang saya yakini.
Where did u go? My phone is gonna die you have to stay in here,ham,62,15,"Kemana kamu pergi? Ponselku akan mati, kamu harus tetap di sini"
Great. Never been better. Each day gives even more reasons to thank God,ham,71,13,Besar. Tidak pernah lebih baik. Setiap hari memberikan lebih banyak alasan untuk berterima kasih kepada Tuhan
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,175,29,"Pelanggan UpgrdCentre Orange, sekarang Anda dapat mengklaim peningkatan TELEPON KAMERA GRATIS untuk kesetiaan Anda. Hubungi sekarang di 0207 153 9153. Penawaran berakhir 26 Juli. S&K berlaku. Pilihan untuk tidak ikut serta tersedia"
"Sorry, I'll call later ok bye",ham,29,6,"Maaf, aku akan menelepon lagi nanti, oke, sampai jumpa"
Ok i am on the way to railway,ham,29,8,"Oke, saya sedang dalam perjalanan ke kereta api"
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),ham,148,26,putri yang hebat! Saya suka memberi dan menerima secara lisan. Doggy style adalah posisi favoritku. Bagaimana denganmu? Saya menikmati bercinta &lt;#&gt;  kali per malam :)
They don't put that stuff on the roads to keep it from getting slippery over there?,ham,83,16,Mereka tidak menaruh barang-barang itu di jalan agar tidak licin di sana?
When are you going to ride your bike?,ham,37,8,Kapan kamu akan mengendarai sepedamu?
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham,44,11,"Ya, tidak perlu. Aku tunggu saja 4 dan hujan 2 berhenti."
There are many company. Tell me the language.,ham,45,8,Ada banyak perusahaan. Katakan padaku bahasanya.
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,161,27,"okmail: Dear Dave, ini adalah pemberitahuan terakhir Anda untuk mengambil 4* Tenerife Holiday atau #5000 CASH award! Hubungi 09061743806 dari telepon rumah. TC SAE Box326 CW25WX 150ppm"
"How long has it been since you screamed, princess?",ham,50,9,"Sudah berapa lama sejak kamu berteriak, tuan putri?"
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham,298,50,"Tidak ada apa-apa. Maksud saya, begitu uang masuk ke rekening Anda di sini, bank akan menghapus tarif tetapnya. Seseorang mentransfer &lt;#&gt;  ke akun saya dan &lt;#&gt; dolar dihapus. Jadi banknya berbeda dan biayanya juga berbeda.pastikan Anda memercayai orang 9ja yang Anda kirimkan detail rekeningnya..."
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,159,27,Ingin 2 bercinta malam ini? Ingin lokasi Dogging asli dikirim langsung ke 2 Mob Anda? Bergabunglah dengan Jaringan Dogging terbesar di Inggris dengan mengirim SMS MOAN ke 69888Nyt. ec2a. 31p.msg@150p
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham,125,26,"Kalimat bagus yang diucapkan oleh patah hati- Tolong jangan cum 1 kali lagi di depanku... Jika tidak, sekali lagi aku akan percaya padamu... Bagus 9t :)"
Ok I'm gonna head up to usf in like fifteen minutes,ham,51,11,"Oke, aku akan berangkat ke usf sekitar lima belas menit lagi"
Love you aathi..love u lot..,ham,28,5,Aku sayang kamu aathi..sangat sayang kamu..
Tension ah?what machi?any problem?,ham,34,4,Ketegangan ah?machi apa?ada masalah?
"K, can I pick up another 8th when you're done?",ham,46,10,"K, bisakah aku mengambil yang ke 8 lagi kalau sudah selesai?"
When're you guys getting back? G said you were thinking about not staying for mcr,ham,81,15,Kapan kalian kembali? G bilang kamu berpikir untuk tidak tinggal di mcr
"Almost there, see u in a sec",ham,28,7,"Hampir sampai, sampai jumpa sebentar lagi"
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham,90,17,"Yo Carlos, beberapa teman sudah bertanya padaku tentang kamu, kamu bekerja sepanjang akhir pekan ini?"
Watching tv lor...,ham,18,3,Menonton tv...
Thank you baby! I cant wait to taste the real thing...,ham,54,11,Terima kasih sayang! Saya tidak sabar untuk mencicipi yang asli...
You should change your fb to jaykwon thuglyfe falconerf,ham,55,9,Anda harus mengubah fb Anda menjadi jaykwon thuglyfe falconerf
If we win its really no 1 side for long time.,ham,45,11,"Jika kami menang, itu benar-benar tidak ada satu pihak pun untuk waktu yang lama."
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,146,23,"PESAN GRATIS Aktifkan 500 Pesan Teks GRATIS Anda dengan membalas pesan ini dengan kata GRATIS Untuk syarat & ketentuan, kunjungi www.07781482378.com"
Dear reached railway. What happen to you,ham,40,7,Sayang mencapai kereta api. Apa yang terjadi padamu
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham,107,22,"Tergantung pada kualitas. Kalau mau tipe yang aku kirim boye, kemuliaan pudar, kira-kira 6. Kalau mau ralph mungkin 2"
I think i've fixed it can you send a test message?,ham,50,11,"Saya rasa saya sudah memperbaikinya, bisakah Anda mengirim pesan percobaan?"
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham,120,26,"Maaf kawan akunku kering atau aku akan melakukannya, jika kamu mau kita bisa menukarkan setengahnya atau aku bisa membeli sesuatu dengan kartu kreditku"
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,160,27,"Selamat! Tiket masuk bioskop spesial 1 tahun untuk 2 orang adalah milik Anda. hubungi 09061209465 sekarang! C Suprman V, Matrix3, StarWars3, dll semuanya GRATIS! bx420-ip4-5we. 150 malam. Jangan lewatkan!"
"Sorry,in meeting I'll call later",ham,32,5,"Maaf, dalam pertemuan saya akan menelepon nanti"
What class of  &lt;#&gt;  reunion?,ham,34,5,Kelas berapa &lt;#&gt;  reuni?
Are you free now?can i call now?,ham,32,7,Apakah kamu ada waktu luang sekarang? Bolehkah saya menelepon sekarang?
Got meh... When?,ham,16,3,Mengerti... Kapan?
Nope... Think i will go for it on monday... Sorry i replied so late,ham,67,14,Tidak... Sepertinya aku akan melakukannya pada hari Senin... Maaf aku membalasnya sangat terlambat
Some of them told accenture is not confirm. Is it true.,ham,55,11,Beberapa dari mereka mengatakan bahwa aksentuasi tidak dapat dikonfirmasi. Apakah itu benar?
"Kate jackson rec center before 7ish, right?",ham,43,7,"Kate jackson pusat rekreasi sebelum jam 7, kan?"
Dear i have reache room,ham,23,5,Sayang aku sudah mencapai kamar
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,149,35,"Bertarung dengan dunia itu mudah, kamu menang atau kalah tetapi bertarung dengan seseorang yang dekat denganmu itu sulit jika kamu kalah - kamu kalah jika kamu menang - kamu tetap kalah."
When can Ì_ come out?,ham,21,5,Kapan Ì_ bisa keluar?
Check with nuerologist.,ham,23,3,Periksa dengan ahli nuerologi.
Lolnice. I went from a fish to ..water.?,ham,40,8,bagus sekali. Saya beralih dari ikan ke ..air.?
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,170,27,"+123 Selamat - dalam undian kompetisi minggu ini Anda telah memenangkan hadiah å£1450 untuk diklaim, cukup hubungi 09050002311 b4280703. S&K/stop SMS 08718727868. Di atas 18 hanya 150ppm"
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham,117,26,"Tidak, itu menunggu di mobil dan itu membosankan. Karena menunggu di luar, tidak ada yang bisa kulakukan. Di rumah bisa mengerjakan tugas atau menonton TV."
"Maybe westshore or hyde park village, the place near my house?",ham,62,11,"Mungkin pantai barat atau desa hyde park, dekat rumahku?"
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham,166,32,"Anda harus tahu sekarang. Jadi, bagaimana kabar Anton? Apakah kamu membawa uang. Saya punya biaya sekolah yang harus dibayar, sewa, dan hal-hal seperti itu. Itu sebabnya aku butuh bantuanmu. Seorang teman yang membutuhkan....|"
What's the significance?,ham,24,3,Apa pentingnya?
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,136,26,Pendapatmu tentang aku? 1. Lebih 2. Jada 3. Kusruthi 4. Penyayang 5. Pendiam 6. Karakter spl 7. Tidak dewasa 8. Bergaya 9. Sederhana Tolong dibalas..
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham,99,23,"8 paling lambat, g masih ada jika Anda bisa mendapatkan amunisi dan ingin mencoba ak baru"
Prabha..i'm soryda..realy..frm heart i'm sory,ham,45,5,Prabha..aku minta maaf..sungguh..dari hati aku minta maaf
Lol ok your forgiven :),ham,23,5,"haha baiklah, maafkan aku :)"
No..jst change tat only..,ham,25,4,Tidak..hanya ganti tat saja..
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,148,25,"Anda dijamin mendapatkan Ponsel Nokia terbaru, pemutar MP3 iPod 40GB, atau hadiah å£500! Kata Txt: KUMPULKAN ke No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
S:)no competition for him.,ham,26,4,S :) tidak ada persaingan untuknya.
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam,146,32,Nada Boltblue untuk 150p Jawab POLY# atau MONO# misalnya POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me atau STOP 4 nada txt lagi SELENGKAPNYA
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam,89,13,Kredit Anda telah diisi ulang untuk http://www.bubbletext.com Pin perpanjangan Anda adalah tgxxrz
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",ham,168,35,"Dengan begitu transportasi tidak terlalu bermasalah dibandingkan pada malam Sabtu. Ngomong-ngomong, kalau kamu ingin mengajak dan ikut merayakan ulang tahunku, silakan saja. Tapi perlu tahu nos yang pasti karena pemesanan pada hari Jumat. "
